81,103,658,103,658,161,81,161,
311,165,422,165,422,203,311,203,
78,227,252,227,252,267,78,267,
77,287,227,287,227,318,77,318,
131,348,596,348,596,404,131,404,
648,431,681,431,681,463,648,463,
109,439,215,439,215,470,109,470,
568,498,682,498,682,530,568,530,
48,493,225,493,225,529,48,529,
80,552,242,552,242,589,80,589,
245,553,460,553,460,588,245,588,
44,623,169,623,169,659,44,659,
266,625,304,625,304,657,266,657,
311,627,371,627,371,657,311,657,
440,626,487,626,487,659,440,659,
600,629,682,629,682,662,600,662,
44,665,191,665,191,700,44,700,
264,668,285,668,285,700,264,700,
307,668,374,668,374,704,307,704,
396,671,485,671,485,702,396,702,
578,674,681,674,681,706,578,706,
41,707,98,707,98,743,41,743,
258,713,289,713,289,743,258,743,
317,713,362,713,362,745,317,745,
394,715,484,715,484,747,394,747,
560,718,681,718,681,752,560,752,
73,757,127,757,127,785,73,785,
264,759,281,759,281,786,264,786,
319,756,359,756,359,788,319,788,
390,758,485,758,485,791,390,791,
543,760,681,760,681,798,543,798,
67,796,220,796,220,833,67,833,
261,803,284,803,284,831,261,831,
318,802,361,802,361,833,318,833,
392,803,484,803,484,836,392,836,
544,806,681,806,681,843,544,843,
39,838,96,838,96,876,39,876,
260,847,283,847,283,876,260,876,
315,845,360,845,360,880,315,880,
392,847,486,847,486,883,392,883,
560,854,681,854,681,887,560,887,
40,884,179,884,179,921,40,921,
260,890,281,890,281,921,260,921,
311,890,366,890,366,924,311,924,
393,894,484,894,484,927,393,927,
562,899,683,899,683,932,562,932,
36,929,136,929,136,966,36,966,
252,935,287,935,287,966,252,966,
41,969,158,969,158,1026,41,1026,
437,980,678,988,678,1038,437,1030,
92,1120,620,1120,620,1172,92,1172,
