93,108,622,89,622,142,93,161,
263,152,441,152,441,199,263,199,
84,225,260,218,260,249,84,256,
82,276,220,276,220,304,82,304,
130,332,569,321,569,374,130,385,
606,399,653,399,653,432,606,432,
94,415,223,415,223,445,94,445,
543,464,653,464,653,496,543,496,
52,470,217,470,217,504,52,504,
79,523,441,523,441,556,79,556,
49,593,169,593,169,629,49,629,
257,592,294,592,294,624,257,624,
302,590,357,590,357,624,302,624,
419,591,467,591,467,624,419,624,
572,590,653,590,653,622,572,622,
49,633,87,633,87,665,49,665,
255,637,278,637,278,663,255,663,
296,633,358,633,358,664,296,664,
377,634,464,634,464,666,377,666,
536,635,653,635,653,665,536,665,
46,677,136,677,136,707,46,707,
255,677,277,677,277,706,255,706,
305,676,348,676,348,704,305,704,
379,677,464,677,464,709,379,709,
537,679,655,679,655,708,537,708,
520,719,654,719,654,752,520,752,
374,721,468,721,468,751,374,751,
307,717,347,717,347,748,307,748,
253,720,275,720,275,747,253,747,
73,716,164,716,164,750,73,750,
70,755,127,755,127,791,70,791,
249,761,274,761,274,791,249,791,
306,761,346,761,346,792,306,792,
389,762,465,762,465,792,389,792,
543,764,654,764,654,797,543,797,
39,800,126,800,126,835,39,835,
251,804,272,804,272,833,251,833,
302,803,350,803,350,835,302,835,
375,805,463,805,463,835,375,835,
550,809,655,809,655,840,550,840,
41,839,95,839,95,876,41,876,
250,847,270,847,270,877,250,877,
300,845,352,845,352,879,300,879,
374,848,464,848,464,880,374,880,
552,851,655,851,655,887,552,887,
244,889,278,889,278,919,244,919,
43,885,133,885,133,921,43,921,
415,934,653,934,653,989,415,989,
43,925,154,925,154,980,43,980,
88,1070,600,1070,600,1130,88,1130,
