167,50,383,50,383,92,167,92,
211,99,339,99,339,147,211,147,
581,59,889,59,889,105,581,105,
672,108,798,108,798,151,672,151,
994,99,1193,99,1193,137,994,137,
994,144,1236,144,1236,188,994,188,
67,154,482,149,482,178,67,183,
104,184,443,176,443,203,104,211,
161,207,386,207,386,233,161,233,
135,233,413,233,413,260,135,260,
164,259,382,259,382,287,164,287,
736,179,955,179,955,209,736,209,
527,210,950,210,950,243,527,243,
998,197,1063,197,1063,236,998,236,
1152,195,1205,195,1205,228,1152,228,
998,243,1241,234,1241,273,998,282,
61,297,1049,297,1049,339,61,339,
79,354,115,354,115,390,79,390,
74,393,117,393,117,420,74,420,
165,356,447,356,447,389,165,389,
508,364,590,364,590,394,508,394,
647,358,680,358,680,390,647,390,
724,379,819,379,819,404,724,404,
844,373,976,373,976,403,844,403,
149,389,465,389,465,425,149,425,
520,393,577,393,577,419,520,419,
627,394,703,394,703,423,627,423,
682,440,704,440,704,468,682,468,
86,782,117,782,117,810,86,810,
86,821,114,821,114,849,86,849,
86,859,117,859,117,888,86,888,
142,440,401,440,401,475,142,475,
255,898,364,898,364,938,255,938,
143,476,244,476,244,508,143,508,
143,513,425,513,425,548,143,548,
146,551,372,551,372,583,146,583,
145,594,347,594,347,620,145,620,
144,632,294,632,294,659,144,659,
143,668,247,668,247,697,143,697,
144,704,294,704,294,737,144,737,
145,741,335,738,335,771,145,774,
144,778,294,778,294,815,144,815,
146,819,336,812,336,846,146,853,
146,860,232,857,232,887,146,890,
495,438,603,438,603,468,495,468,
753,440,820,440,820,466,753,466,
884,439,979,439,979,464,884,464,
495,475,604,475,604,503,495,503,
495,513,605,513,605,541,495,541,
496,551,606,551,606,578,496,578,
497,588,606,588,606,616,497,616,
498,626,606,626,606,653,498,653,
498,662,606,662,606,690,498,690,
499,699,607,699,607,728,499,728,
499,737,607,737,607,765,499,765,
499,774,608,774,608,804,499,804,
498,812,608,812,608,841,498,841,
498,850,608,850,608,880,498,880,
752,476,821,476,821,501,752,501,
884,475,982,475,982,500,884,500,
740,511,823,511,823,540,740,540,
885,512,981,512,981,538,885,538,
730,551,822,551,822,577,730,577,
886,550,982,550,982,575,886,575,
753,588,823,588,823,614,753,614,
888,587,983,587,983,613,888,613,
754,626,823,626,823,651,754,651,
900,625,983,625,983,650,900,650,
756,662,824,662,824,687,756,687,
901,661,984,661,984,687,901,687,
742,700,825,700,825,726,742,726,
890,699,985,699,985,725,890,725,
743,737,826,737,826,763,743,763,
902,737,986,737,986,762,902,762,
744,776,826,776,826,802,744,802,
891,775,987,775,987,800,891,800,
758,814,828,814,828,840,758,840,
892,812,989,812,989,838,892,838,
746,851,828,851,828,878,746,878,
893,850,990,850,990,876,893,876,
881,900,991,900,991,926,881,926,
65,1017,1228,998,1228,1045,65,1064,
65,1069,949,1055,949,1099,65,1113,
670,1116,1108,1116,1108,1162,670,1162,
108,1180,337,1180,337,1219,108,1219,
121,1220,326,1220,326,1257,121,1257,
739,1174,961,1174,961,1211,739,1211,
748,1210,956,1210,956,1248,748,1248,
684,475,706,475,706,504,684,504,
684,513,707,513,707,541,684,541,
685,551,707,551,707,578,685,578,
685,588,707,588,707,615,685,615,
686,626,708,626,708,654,686,654,
686,662,708,662,708,689,686,689,
687,699,709,699,709,728,687,728,
688,738,710,738,710,764,688,764,
688,776,710,776,710,803,688,803,
689,813,711,813,711,841,689,841,
689,853,711,853,711,878,689,878,
