114,102,660,102,660,169,114,169,
103,200,255,200,255,239,103,239,
107,261,232,261,232,292,107,292,
156,321,607,321,607,382,156,382,
646,412,689,412,689,438,646,438,
127,409,238,409,238,439,127,439,
582,473,687,473,687,504,582,504,
72,463,242,463,242,495,72,495,
102,519,472,520,472,559,102,558,
68,586,192,586,192,626,68,626,
285,591,318,591,318,625,285,625,
328,593,386,593,386,626,328,626,
450,594,494,594,494,627,450,627,
604,597,683,597,683,635,604,635,
70,628,107,628,107,660,70,660,
280,635,302,635,302,668,280,668,
320,631,387,631,387,669,320,669,
419,637,493,637,493,671,419,671,
582,643,682,643,682,676,582,676,
71,670,159,670,159,703,71,703,
278,677,301,677,301,706,278,706,
331,677,375,677,375,709,331,709,
404,680,491,680,491,713,404,713,
563,685,680,685,680,718,563,718,
97,710,230,710,230,749,97,749,
277,719,300,719,300,747,277,747,
335,720,371,720,371,749,335,749,
402,720,491,720,491,753,402,753,
569,728,678,728,678,759,569,759,
97,753,149,753,149,786,97,786,
278,759,298,759,298,792,278,792,
330,762,371,762,371,794,330,794,
402,764,489,764,489,798,402,798,
545,769,677,769,677,804,545,804,
65,793,122,793,122,830,65,830,
269,803,302,803,302,832,269,832,
328,805,372,805,372,835,328,835,
401,805,489,805,489,839,401,839,
564,812,677,812,677,845,564,845,
60,836,123,836,123,872,60,872,
266,846,301,846,301,875,266,875,
323,845,378,845,378,879,323,879,
400,849,488,849,488,881,400,881,
558,854,677,854,677,887,558,887,
62,878,158,878,158,914,62,914,
267,886,299,886,299,914,267,914,
65,917,176,917,176,969,65,969,
438,929,669,929,669,983,438,983,
107,1058,612,1058,612,1112,107,1112,
