133,45,521,161,521,202,133,86,
302,145,375,171,375,198,302,172,
130,148,233,180,233,204,130,172,
127,201,233,231,233,252,127,222,
166,266,483,340,483,381,166,307,
503,408,529,408,529,435,503,435,
140,337,228,356,228,380,140,361,
467,451,529,464,529,485,467,472,
105,377,227,408,227,437,105,406,
122,436,396,487,396,514,122,463,
102,495,187,511,187,541,102,525,
263,525,286,525,286,550,263,550,
297,528,335,536,335,555,297,547,
384,540,411,545,411,566,384,561,
484,557,527,564,527,583,484,576,
100,534,165,547,165,573,100,560,
261,561,273,561,273,582,261,582,
293,563,336,570,336,591,293,584,
352,572,410,581,410,602,352,593,
459,587,526,596,526,616,459,607,
99,575,121,580,121,601,99,596,
261,597,272,597,272,618,261,618,
299,601,328,605,328,626,299,622,
352,607,409,615,409,636,352,628,
458,622,526,631,526,649,458,640,
118,612,157,620,157,645,118,637,
259,634,270,634,270,656,259,656,
300,635,325,641,325,663,300,657,
350,644,408,651,408,671,350,664,
462,655,525,663,525,685,462,677,
118,655,157,659,157,681,118,677,
258,670,272,670,272,691,258,691,
300,672,324,675,324,698,300,695,
350,678,407,685,407,705,350,698,
446,688,525,696,525,717,446,709,
99,689,202,700,202,724,99,713,
258,706,270,706,270,727,258,727,
297,706,324,710,324,733,297,729,
348,714,405,719,405,739,348,734,
464,724,523,730,523,748,464,742,
257,744,270,744,270,762,257,762,
99,730,133,733,133,753,99,750,
98,764,165,770,165,798,98,792,
251,777,274,779,274,800,251,798,
293,741,327,747,327,769,293,763,
347,748,405,753,405,773,347,768,
454,757,523,761,523,781,454,777,
98,797,180,804,180,846,98,839,
391,819,519,826,519,857,391,850,
135,927,487,927,487,961,135,961,
