138,27,498,21,498,55,138,61,
120,82,249,80,249,103,120,105,
116,115,202,117,202,136,116,134,
147,152,466,149,466,184,147,187,
494,196,526,196,526,217,494,217,
122,204,199,204,199,224,122,224,
449,238,526,238,526,259,449,259,
80,238,202,238,202,258,80,258,
99,275,212,275,212,298,99,298,
216,277,369,277,369,301,216,301,
71,320,159,320,159,344,71,344,
229,323,253,323,253,344,229,344,
263,322,303,322,303,345,263,345,
354,323,384,323,384,346,354,346,
467,321,526,321,526,344,467,344,
68,347,134,347,134,370,68,370,
256,350,303,350,303,371,256,371,
320,351,381,351,381,371,320,371,
440,352,525,352,525,372,440,372,
63,378,124,378,124,399,63,399,
222,381,238,381,238,399,222,399,
263,379,293,379,293,401,263,401,
317,381,383,381,383,402,317,402,
439,382,524,382,524,402,439,402,
83,404,123,404,123,426,83,426,
263,407,290,407,290,429,263,429,
317,411,380,411,380,430,317,430,
429,412,524,412,524,432,429,432,
81,433,146,433,146,458,81,458,
260,439,287,439,287,458,260,458,
316,440,378,440,378,461,316,461,
427,441,522,441,522,462,427,462,
53,464,93,464,93,484,53,484,
215,468,230,468,230,488,215,488,
255,467,288,467,288,489,255,489,
312,468,379,468,379,491,312,491,
436,471,524,471,524,491,436,491,
50,494,146,494,146,518,50,518,
252,498,290,498,290,519,252,519,
322,501,376,501,376,522,322,522,
460,503,523,503,523,523,460,523,
48,522,115,522,115,546,48,546,
207,530,228,530,228,548,207,548,
45,549,130,549,130,589,45,589,
360,563,519,563,519,596,360,596,
72,657,474,669,474,703,72,691,
224,350,239,350,239,372,224,372,
219,408,237,408,237,430,219,430,
215,438,234,438,234,459,215,459,
211,499,228,499,228,519,211,519,
