285,34,787,34,787,82,285,82,
370,82,702,82,702,126,370,126,
258,141,402,141,402,173,258,173,
254,196,397,196,397,224,254,224,
300,252,757,252,757,305,300,305,
807,332,840,332,840,364,807,364,
276,336,382,336,382,370,276,370,
730,396,843,396,843,428,730,428,
212,391,389,391,389,430,212,430,
241,452,406,452,406,490,241,490,
408,452,627,452,627,488,408,488,
203,523,332,523,332,563,203,563,
431,525,467,525,467,556,431,556,
476,525,537,525,537,557,476,557,
604,522,653,522,653,559,604,559,
766,524,847,524,847,562,766,562,
198,567,300,567,300,605,198,605,
424,567,449,567,449,602,424,602,
470,568,538,568,538,603,470,603,
556,569,651,569,651,602,556,602,
725,571,845,571,845,604,725,604,
200,613,298,613,298,648,200,648,
423,614,448,614,448,645,423,645,
480,614,528,614,528,647,480,647,
573,616,651,616,651,646,573,646,
743,615,846,615,846,650,743,650,
228,658,373,658,373,694,228,694,
425,660,445,660,445,692,425,692,
483,658,524,658,524,693,483,693,
559,662,653,662,653,692,559,692,
711,662,847,662,847,695,711,695,
227,705,383,705,383,742,227,742,
425,708,443,708,443,737,425,737,
481,704,525,704,525,740,481,740,
556,706,654,706,654,741,556,741,
738,707,847,707,847,742,738,742,
195,751,234,751,234,784,195,784,
421,756,448,756,448,784,421,784,
481,754,525,754,525,787,481,787,
571,753,654,753,654,789,571,789,
745,755,851,755,851,786,745,786,
193,797,291,797,291,835,193,835,
422,803,443,803,443,833,422,833,
474,800,532,800,532,838,474,838,
559,803,653,803,653,836,559,836,
748,803,851,803,851,834,748,834,
193,845,294,845,294,883,193,883,
410,848,450,848,450,881,410,881,
190,887,315,887,315,947,190,947,
627,895,848,895,848,948,627,948,
236,1048,795,1048,795,1101,236,1101,
