488,275,818,354,818,393,488,314,
445,322,534,343,534,370,445,349,
421,350,500,371,500,395,421,374,
412,384,703,458,703,502,412,428,
688,517,727,517,727,550,688,550,
370,426,443,447,443,472,370,451,
618,534,699,564,699,588,618,558,
318,440,423,480,423,511,318,471,
308,475,533,551,533,583,308,507,
260,507,335,534,335,561,260,534,
382,554,407,554,407,580,382,580,
408,562,450,577,450,600,408,585,
482,591,516,591,516,616,482,616,
581,617,638,638,638,667,581,646,
245,532,268,540,268,565,245,557,
360,577,381,577,381,602,360,602,
386,584,430,599,430,625,386,610,
443,606,496,625,496,649,443,630,
544,638,619,666,619,693,544,665,
223,551,278,573,278,601,223,579,
338,602,359,602,359,624,338,624,
372,613,404,613,404,640,372,640,
415,627,475,649,475,676,415,654,
514,661,598,693,598,720,514,688,
219,579,298,611,298,639,219,607,
320,624,340,624,340,650,320,650,
352,633,383,644,383,671,352,660,
393,653,458,675,458,702,393,680,
498,690,578,719,578,746,498,717,
195,599,238,619,238,649,195,629,
299,649,319,649,319,676,299,676,
331,658,362,670,362,695,331,683,
374,676,436,703,436,728,374,701,
462,712,556,747,556,773,462,738,
159,615,199,630,199,660,159,645,
274,671,303,680,303,705,274,696,
310,683,343,695,343,723,310,711,
353,703,416,730,416,755,353,728,
453,746,535,774,535,797,453,769,
136,640,178,656,178,684,136,668,
254,695,279,695,279,728,254,728,
233,721,260,721,260,752,233,752,
286,706,324,725,324,753,286,734,
118,662,176,691,176,720,118,691,
333,730,393,757,393,783,333,756,
433,772,514,804,514,832,433,800,
94,677,164,717,164,766,94,726,
309,790,467,861,467,901,309,830,
43,770,368,945,368,990,43,815,
