178,62,513,109,513,152,178,105,
164,131,270,145,270,174,164,160,
164,177,256,189,256,213,164,201,
199,226,494,248,494,294,199,272,
511,314,541,314,541,335,511,335,
177,289,260,297,260,325,177,317,
478,351,545,357,545,383,478,377,
138,328,264,338,264,369,138,359,
162,373,413,388,413,418,162,403,
141,425,226,430,226,462,141,457,
288,434,314,434,314,460,288,460,
318,437,357,437,357,461,318,461,
399,439,431,439,431,465,399,465,
494,445,542,445,542,468,494,468,
140,463,167,463,167,486,140,486,
285,469,302,469,302,491,285,491,
316,468,358,468,358,493,316,493,
377,470,429,470,429,496,377,496,
482,474,543,474,543,498,482,498,
140,495,207,495,207,523,140,523,
285,499,303,499,303,525,285,525,
323,500,353,500,353,524,323,524,
368,501,427,501,427,529,368,529,
471,503,543,503,543,530,471,530,
159,527,256,527,256,558,159,558,
285,533,303,533,303,557,285,557,
321,531,354,531,354,557,321,557,
367,532,427,532,427,558,367,558,
475,536,543,536,543,559,475,559,
460,568,544,568,544,594,460,594,
368,565,426,565,426,588,368,588,
322,563,352,563,352,591,322,591,
285,564,303,564,303,588,285,588,
159,562,198,562,198,590,159,590,
139,596,180,596,180,621,139,621,
283,600,304,600,304,620,283,620,
322,596,351,596,351,619,322,619,
371,597,427,597,427,621,371,621,
469,597,545,597,545,622,469,622,
138,630,177,630,177,658,138,658,
281,629,305,629,305,655,281,655,
320,628,355,628,355,653,320,653,
367,629,425,629,425,655,367,655,
138,662,206,662,206,689,138,689,
282,662,305,662,305,684,282,684,
142,696,220,696,220,736,142,736,
390,689,541,689,541,725,390,725,
176,808,506,788,506,825,176,845,
472,632,542,632,542,649,472,649,
