116,85,632,60,632,141,116,166,
111,226,259,166,259,207,111,267,
114,286,216,251,216,275,114,310,
152,325,598,278,598,361,152,408,
635,404,670,404,670,432,635,432,
136,432,217,410,217,438,136,460,
107,506,225,466,225,500,107,540,
131,556,479,489,479,547,131,614,
117,639,192,621,192,655,117,673,
277,607,310,607,310,636,277,636,
325,606,387,600,387,626,325,632,
470,597,513,597,513,625,470,625,
619,606,674,610,674,636,619,632,
122,687,198,670,198,697,122,714,
276,658,291,658,291,684,276,684,
323,648,391,648,391,679,323,679,
423,648,513,648,513,676,423,676,
590,651,672,658,672,683,590,676,
336,701,381,701,381,729,336,729,
440,698,516,698,516,724,440,724,
615,702,671,702,671,728,615,728,
147,776,226,765,226,791,147,802,
130,732,155,725,155,754,130,761,
342,750,380,750,380,778,342,778,
425,747,518,747,518,773,425,773,
599,749,671,749,671,777,599,777,
150,821,181,814,181,844,150,851,
281,807,299,807,299,835,281,835,
343,800,382,800,382,830,343,830,
443,795,520,795,520,823,443,823,
600,796,669,796,669,824,600,824,
283,858,299,858,299,885,283,885,
342,849,387,849,387,880,342,880,
431,847,522,847,522,874,431,874,
596,846,669,844,669,869,596,871,
144,875,186,871,186,894,144,898,
285,909,301,909,301,937,285,937,
150,915,217,909,217,942,150,948,
340,902,396,902,396,933,340,933,
448,898,526,897,526,925,448,926,
606,892,667,892,667,917,606,917,
278,961,309,961,309,989,278,989,
511,999,656,986,656,1033,511,1046,
